site,flux,flux_y0,flux_y1,soil,soil_y0,soil_y1,lat,lon,igbp,n_halfhour,has_soil,grid_idx,grid_dist_km
DE-HoH,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/DE-HoH_2015-2025_FLUXNET2015_Flux.nc,2015,2025,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_DE-HoH_2015-2025.nc,2015.0,2025.0,52.08531188964844,11.222229957580566,MF,192864,True,57960,9.13990850428367
DE-Hte,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/DE-Hte_2009-2017_FLUXNET2015_Flux.nc,2009,2017,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_DE-Hte_2009-2018.nc,2009.0,2018.0,54.21305465698242,12.179944038391113,WET,157776,True,52352,12.904224560710626
DE-Lkb,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/DE-Lkb_2010-2013_FLUXNET2015_Flux.nc,2010,2013,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_DE-Lkb_2009-2013.nc,2009.0,2013.0,49.09961700439453,13.304670333862305,ENF,70128,True,67417,6.97218886589944
DE-Lnf,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/DE-Lnf_2003-2024_FLUXNET2015_Flux.nc,2003,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_DE-Lnf_2002-2024.nc,2002.0,2024.0,51.32820129394531,10.367799758911133,DBF,385728,True,60498,5.611295339987149
DE-Msr,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/DE-Msr_2021-2024_FLUXNET2015_Flux.nc,2021,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_DE-Msr_2020-2025.nc,2020.0,2025.0,47.809268951416016,11.45790958404541,MF,70128,True,70978,15.885450772060175
DE-Obe,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/DE-Obe_2009-2024_FLUXNET2015_Flux.nc,2009,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_DE-Obe_2008-2024.nc,2008.0,2024.0,50.78361511230469,13.719630241394043,ENF,280512,True,62234,6.756083512491491
DE-Rns,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/DE-Rns_2022-2024_FLUXNET2015_Flux.nc,2022,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_DE-Rns_2021-2024.nc,2021.0,2024.0,51.49495315551758,9.93211841583252,CRO,52608,True,59633,9.484661078467612
DE-RuM,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/DE-RuM_2012-2018_FLUXNET2015_Flux.nc,2012,2018,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_DE-RuM_2011-2019.nc,2011.0,2019.0,50.929786682128906,6.296992301940918,CRO,122736,True,61352,9.195161861021814
DE-RuR,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/DE-RuR_2012-2024_FLUXNET2015_Flux.nc,2012,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_DE-RuR_2011-2025.nc,2011.0,2025.0,50.62191390991211,6.3041300773620605,GRA,227952,True,62216,12.183462318207196
DE-RuW,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/DE-RuW_2012-2024_FLUXNET2015_Flux.nc,2012,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_DE-RuW_2004-2025.nc,2004.0,2025.0,50.50490951538086,6.331019878387451,ENF,227952,True,63080,8.793942377068447
DE-SbM,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/DE-SbM_2023-2024_FLUXNET2015_Flux.nc,2023,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_DE-SbM_2023-2024.nc,2023.0,2024.0,51.76492691040039,10.517990112304688,WET,35088,True,58770,11.756439639962533
DE-SfS,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/DE-SfS_2011-2019_FLUXNET2015_Flux.nc,2011,2019,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_DE-SfS_2010-2020.nc,2010.0,2020.0,47.80628967285156,11.327569961547852,WET,157776,True,70977,15.443752152911191
DE-Spw,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/DE-Spw_2011-2014_FLUXNET2015_Flux.nc,2011,2014,,,,51.89229965209961,14.033690452575684,WET,70128,False,58779,10.265077931933725
DE-Tha,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/DE-Tha_1997-2024_FLUXNET2015_Flux.nc,1997,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_DE-Tha_1996-2025.nc,1996.0,2025.0,50.9636116027832,13.566940307617188,ENF,490896,True,61370,13.692376047368487
DK-RCW,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/DK-RCW_2023-2024_FLUXNET2015_Flux.nc,2023,2024,,,,55.68067932128906,12.101400375366211,CRO,35088,False,47778,13.176540700144153
DK-Skj,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/DK-Skj_2021-2022_FLUXNET2015_Flux.nc,2021,2022,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_DK-Skj_2020-2022.nc,2020.0,2022.0,55.9127311706543,8.404809951782227,WET,35040,True,47771,20.4643669371475
DK-Sor,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/DK-Sor_1997-2024_FLUXNET2015_Flux.nc,1997,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_DK-Sor_1996-2024.nc,1996.0,2024.0,55.485870361328125,11.64463996887207,DBF,490896,True,48527,8.091770340365896
DK-Vng,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/DK-Vng_2021-2022_FLUXNET2015_Flux.nc,2021,2022,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_DK-Vng_2020-2023.nc,2020.0,2023.0,56.0374755859375,9.160709381103516,CRO,35040,True,47022,4.016719185791804
EE-Pts,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/EE-Pts_2023-2024_FLUXNET2015_Flux.nc,2023,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_EE-Pts_2022-2024.nc,2022.0,2024.0,58.56229782104492,24.369932174682617,WET,35088,True,40533,8.362256916131832
EE-Rng,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/EE-Rng_2024-2024_FLUXNET2015_Flux.nc,2024,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_EE-Rng_2023-2024.nc,2023.0,2024.0,57.913143157958984,26.694047927856445,WET,17568,True,41977,17.545496528196974
EE-Stg,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/EE-Stg_2017-2024_FLUXNET2015_Flux.nc,2017,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_EE-Stg_2016-2024.nc,2016.0,2024.0,58.02363586425781,26.07075309753418,ENF,140256,True,41976,4.287531759764116
ES-Abr,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/ES-Abr_2016-2020_FLUXNET2015_Flux.nc,2016,2020,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_ES-Abr_2015-2020.nc,2015.0,2020.0,38.701839447021484,-6.785881042480469,SAV,87696,True,103934,11.390865439056073
ES-Agu,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/ES-Agu_2007-2024_FLUXNET2015_Flux.nc,2007,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_ES-Agu_2006-2024.nc,2006.0,2024.0,36.94004821777344,-2.033210039138794,CSH,315600,True,110371,3.414392294524726
ES-Amo,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/ES-Amo_2008-2019_FLUXNET2015_Flux.nc,2008,2019,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_ES-Amo_2007-2019.nc,2007.0,2019.0,36.83359909057617,-2.2523000240325928,OSH,210384,True,110370,15.350242655119397
ES-Crg,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/ES-Crg_2022-2024_FLUXNET2015_Flux.nc,2022,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_ES-Crg_2021-2024.nc,2021.0,2024.0,39.119258880615234,-0.9585199952125549,CSH,52608,True,101902,12.528974405624549
ES-FtD,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/ES-FtD_2021-2024_FLUXNET2015_Flux.nc,2021,2024,,,,36.9981803894043,-6.434569835662842,?,70128,False,110358,10.168904027828177
ES-Gdn,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/ES-Gdn_2015-2020_FLUXNET2015_Flux.nc,2015,2020,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_ES-Gdn_2014-2021.nc,2014.0,2021.0,37.910919189453125,-3.228440046310425,CRO,105216,True,107127,15.519173505181952
ES-HdD,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/ES-HdD_2024-2024_FLUXNET2015_Flux.nc,2024,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_ES-HdD_2024-2024.nc,2024.0,2024.0,38.49679183959961,-5.1112961769104,SAV,17568,True,104962,20.704513018060542
ES-HeB,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/ES-HeB_2019-2024_FLUXNET2015_Flux.nc,2019,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_ES-HeB_2019-2024.nc,2019.0,2024.0,38.40475082397461,-1.7262150049209595,ENF,105216,True,104972,5.625059583114666
ES-LJu,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/ES-LJu_2005-2024_FLUXNET2015_Flux.nc,2005,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_ES-LJu_2004-2024.nc,2004.0,2024.0,36.92660140991211,-2.7520999908447266,OSH,350640,True,110369,8.24428736874505
ES-LM1,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/ES-LM1_2015-2024_FLUXNET2015_Flux.nc,2015,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_ES-LM1_2014-2024.nc,2014.0,2024.0,39.942691802978516,-5.778679847717285,SAV,175344,True,98817,11.687774236497376
ES-Ln2,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/ES-Ln2_2009-2009_FLUXNET2015_Flux.nc,2009,2009,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_ES-Ln2_2009-2009.nc,2009.0,2009.0,36.96950149536133,-3.4758200645446777,OSH,17520,True,110367,12.755165445687062
ES-Mcd,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/ES-Mcd_2019-2024_FLUXNET2015_Flux.nc,2019,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_ES-Mcd_2018-2024.nc,2018.0,2024.0,39.58818817138672,-0.39969000220298767,EBF,105216,True,100880,12.218495536199965
ES-Pdu,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/ES-Pdu_2014-2016_FLUXNET2015_Flux.nc,2014,2016,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_ES-Pdu_2014-2017.nc,2014.0,2017.0,37.0169792175293,-3.6092300415039062,CRO,52608,True,110366,8.530745916906321
ES-Pzb,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/ES-Pzb_2021-2024_FLUXNET2015_Flux.nc,2021,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_ES-Pzb_2020-2024.nc,2020.0,2024.0,38.362117767333984,-4.767329216003418,GRA,70128,True,104963,13.475732137052747
ES-Srn,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/ES-Srn_2024-2024_FLUXNET2015_Flux.nc,2024,2024,,,,40.15047073364258,-0.8380832076072693,EBF,17568,False,98831,15.287385304386948
ES-TzM,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/ES-TzM_2021-2024_FLUXNET2015_Flux.nc,2021,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_ES-TzM_2020-2024.nc,2020.0,2024.0,39.265785217285156,-1.9397245645523071,DBF,70128,True,101899,16.158752682628926
ES-VDA,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/ES-VDA_2023-2024_FLUXNET2015_Flux.nc,2023,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_ES-VDA_2022-2024.nc,2022.0,2024.0,42.15217971801758,1.4485000371932983,GRA,35088,True,90837,15.376911783463951
ES-Yst,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/ES-Yst_2020-2024_FLUXNET2015_Flux.nc,2020,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_ES-Yst_2019-2024.nc,2019.0,2024.0,38.33892822265625,-2.3506100177764893,WSA,87696,True,104970,9.919251209293677
FI-Hyy,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/FI-Hyy_1997-2025_FLUXNET2015_Flux.nc,1997,2025,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_FI-Hyy_1997-2025.nc,1997.0,2025.0,61.84749984741211,24.295000076293945,ENF,508416,True,32531,14.449334118707151
FI-Jok,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/FI-Jok_2001-2002_FLUXNET2015_Flux.nc,2001,2002,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_FI-Jok_2000-2003.nc,2000.0,2003.0,60.89860153198242,23.513500213623047,CRO,35040,True,35090,11.543097757473024
FI-Ken,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/FI-Ken_2018-2024_FLUXNET2015_Flux.nc,2018,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_FI-Ken_2018-2025.nc,2018.0,2025.0,67.98722839355469,24.24304962158203,WSA,122736,True,20522,16.47446776544877
FI-Let,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/FI-Let_2010-2024_FLUXNET2015_Flux.nc,2010,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_FI-Let_2010-2025.nc,2010.0,2025.0,60.64179992675781,23.959699630737305,ENF,262992,True,35739,9.67552289285346
FI-Nsv,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/FI-Nsv_2022-2024_FLUXNET2015_Flux.nc,2022,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_FI-Nsv_2021-2024.nc,2021.0,2024.0,62.86389923095703,24.083820343017578,CVM,52608,True,30611,7.953637106678294
FI-Pap,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/FI-Pap_2022-2022_FLUXNET2015_Flux.nc,2022,2022,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_FI-Pap_2022-2022.nc,2022.0,2022.0,63.1380615234375,27.246116638183594,CRO,17520,True,30013,13.423420363505643
FI-Qvd,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/FI-Qvd_2019-2023_FLUXNET2015_Flux.nc,2019,2023,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_FI-Qvd_2018-2023.nc,2018.0,2023.0,60.29524230957031,22.3916072845459,CRO,87648,True,36386,1.6498527729434118
FI-Rk2,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/FI-Rk2_2020-2023_FLUXNET2015_Flux.nc,2020,2023,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_FI-Rk2_2020-2023.nc,2020.0,2023.0,61.182884216308594,25.262683868408203,ENF,70128,True,34453,7.062763218595112
FI-Ruk,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/FI-Ruk_2020-2023_FLUXNET2015_Flux.nc,2020,2023,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_FI-Ruk_2020-2023.nc,2020.0,2023.0,64.6839828491211,25.1063175201416,CRO,70128,True,26480,11.556527571981052
FI-Sod,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/FI-Sod_2024-2024_FLUXNET2015_Flux.nc,2024,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_FI-Sod_2023-2024.nc,2023.0,2024.0,67.36186218261719,26.63783073425293,ENF,17568,True,21538,7.041125030546203
FI-Var,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/FI-Var_2016-2024_FLUXNET2015_Flux.nc,2016,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_FI-Var_2016-2025.nc,2016.0,2025.0,67.75689697265625,29.615999221801758,ENF,157824,True,20529,13.080728087420512
FR-Aur,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/FR-Aur_2006-2024_FLUXNET2015_Flux.nc,2006,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_FR-Aur_2005-2024.nc,2005.0,2024.0,43.549598693847656,1.1061500310897827,CRO,333120,True,86012,14.580621385848197
FR-Bil,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/FR-Bil_2015-2025_FLUXNET2015_Flux.nc,2015,2025,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_FR-Bil_2014-2025.nc,2014.0,2025.0,44.49388885498047,-0.9559400081634521,WSA,192864,True,83126,14.48654719593636
FR-CLt,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/FR-CLt_2020-2023_FLUXNET2015_Flux.nc,2020,2023,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_FR-CLt_2019-2024.nc,2019.0,2024.0,45.04140090942383,6.410530090332031,GRA,70128,True,80266,7.640539639454524
FR-EM2,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/FR-EM2_2017-2024_FLUXNET2015_Flux.nc,2017,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_FR-EM2_2017-2024.nc,2017.0,2024.0,49.872108459472656,3.0206499099731445,CRO,140256,True,64800,7.546803691826123
FR-FBn,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/FR-FBn_2009-2024_FLUXNET2015_Flux.nc,2009,2024,,,,43.24082946777344,5.67917013168335,ENF,280512,False,86024,20.31071059441009
FR-Fon,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/FR-Fon_2020-2024_FLUXNET2015_Flux.nc,2020,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_FR-Fon_2019-2024.nc,2019.0,2024.0,48.47639846801758,2.780139923095703,DBF,87696,True,69156,1.4714430847552333
FR-Gri,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/FR-Gri_2005-2025_FLUXNET2015_Flux.nc,2005,2025,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_FR-Gri_2004-2025.nc,2004.0,2025.0,48.84421920776367,1.9519100189208984,CRO,368160,True,68254,10.134132921947668
FR-Hes,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/FR-Hes_1998-2024_FLUXNET2015_Flux.nc,1998,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_FR-Hes_1997-2025.nc,1997.0,2025.0,48.67416000366211,7.0655598640441895,DBF,473376,True,68267,13.630125091109212
FR-LBr,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/FR-LBr_1998-2008_FLUXNET2015_Flux.nc,1998,2008,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_FR-LBr_1998-2008.nc,1998.0,2008.0,44.71710968017578,-0.7692999839782715,ENF,192864,True,82167,12.020259361947424
FR-LGt,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/FR-LGt_2018-2024_FLUXNET2015_Flux.nc,2018,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_FR-LGt_2017-2024.nc,2017.0,2024.0,47.32291793823242,2.284101963043213,WET,122736,True,72755,9.376488411774618
FR-Lqu,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/FR-Lqu_2023-2024_FLUXNET2015_Flux.nc,2023,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_FR-Lqu_2022-2024.nc,2022.0,2024.0,45.64440155029297,2.7348999977111816,GRA,35088,True,78336,8.917133955438807
FR-Lus,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/FR-Lus_2023-2024_FLUXNET2015_Flux.nc,2023,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_FR-Lus_2022-2024.nc,2022.0,2024.0,46.41556930541992,0.11922000348567963,CRO,35088,True,75449,13.959102742820782
FR-Mej,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/FR-Mej_2019-2024_FLUXNET2015_Flux.nc,2019,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_FR-Mej_2019-2024.nc,2019.0,2024.0,48.11840057373047,-1.7963500022888184,GRA,105216,True,70945,16.968563822374534
FR-Nzn,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/FR-Nzn_2016-2024_FLUXNET2015_Flux.nc,2016,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_FR-Nzn_2016-2024.nc,2016.0,2024.0,48.00581359863281,-2.8172099590301514,GRA,157824,True,71842,10.10492420813948
FR-Pue,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/FR-Pue_2001-2025_FLUXNET2015_Flux.nc,2001,2025,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_FR-Pue_2000-2025.nc,2000.0,2025.0,43.741390228271484,3.595829963684082,EBF,438288,True,85059,13.20828582194951
FR-Tou,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/FR-Tou_2018-2024_FLUXNET2015_Flux.nc,2018,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_FR-Tou_2018-2024.nc,2018.0,2024.0,43.57285690307617,1.3747400045394897,GRA,122736,True,85053,17.38307025761453
GF-Guy,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/GF-Guy_2017-2023_FLUXNET2015_Flux.nc,2017,2023,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_GF-Guy_2017-2024.nc,2017.0,2024.0,5.278771877288818,-52.92485809326172,EBF,122688,True,247812,10.442159955083577
GH-Ank,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/GH-Ank_2012-2013_FLUXNET2015_Flux.nc,2012,2013,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_GH-Ank_2011-2014.nc,2011.0,2014.0,5.268499851226807,-2.694200038909912,EBF,35088,True,247990,15.205714845379752
GL-Dsk,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/GL-Dsk_2020-2024_FLUXNET2015_Flux.nc,2020,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_GL-Dsk_2020-2024.nc,2020.0,2024.0,69.25348663330078,-53.514129638671875,OSH,87696,True,17971,35.0812011272802
GL-NuF,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/GL-NuF_2020-2023_FLUXNET2015_Flux.nc,2020,2023,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_GL-NuF_2019-2024.nc,2019.0,2024.0,64.13093566894531,-51.38606643676758,WET,70128,True,28086,11.476009610818314
GL-ZaH,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/GL-ZaH_2021-2023_FLUXNET2015_Flux.nc,2021,2023,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_GL-ZaH_2020-2024.nc,2020.0,2024.0,74.47329711914062,-20.55086898803711,GRA,52560,True,10420,20.500139593456105
HK-MPM,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/HK-MPM_2017-2018_FLUXNET2015_Flux.nc,2017,2018,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_HK-MPM_2016-2018.nc,2016.0,2018.0,22.498167037963867,114.02923583984375,EBF,35040,True,168200,14.618522835650827
ID-JOP,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/ID-JOP_2015-2023_FLUXNET2015_Flux.nc,2015,2023,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_ID-JOP_2014-2024.nc,2014.0,2024.0,-1.693060040473938,103.39138793945312,EBF,157776,True,279088,19.145033095131513
ID-PaD,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/ID-PaD_2001-2017_FLUXNET2015_Flux.nc,2001,2017,,,,-2.3460707664489746,114.03640747070312,EBF,298032,False,281685,15.219602018648859
IE-CaN,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/IE-CaN_2004-2006_FLUXNET2015_Flux.nc,2004,2006,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_IE-CaN_2003-2007.nc,2003.0,2007.0,52.85879135131836,-6.918136119842529,CRO,52608,True,56310,17.082507019942486
IE-Cra,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/IE-Cra_2020-2024_FLUXNET2015_Flux.nc,2020,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_IE-Cra_2020-2024.nc,2020.0,2024.0,53.32307815551758,-7.641769886016846,WET,87696,True,55508,7.562410982000031
IE-Gwr,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/IE-Gwr_2016-2016_FLUXNET2015_Flux.nc,2016,2016,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_IE-Gwr_2016-2016.nc,2016.0,2016.0,52.63650131225586,-7.011305809020996,CRO,17568,True,57109,14.20045497988041
IL-RmH,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/IL-RmH_2016-2019_FLUXNET2015_Flux.nc,2016,2019,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_IL-RmH_2015-2020.nc,2015.0,2020.0,32.55550003051758,34.94728469848633,EBF,70128,True,126957,26.013823705217114
IL-Yat,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/IL-Yat_2001-2024_FLUXNET2015_Flux.nc,2001,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_IL-Yat_2000-2024.nc,2000.0,2024.0,31.344999313354492,35.05149841308594,ENF,420768,True,131457,14.148152190720303
