site,flux,flux_y0,flux_y1,soil,soil_y0,soil_y1,lat,lon,igbp,n_halfhour,has_soil,grid_idx,grid_dist_km
US-VT1,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-VT1_2024-2024_FLUXNET2015_Flux.nc,2024,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-VT1_2023-2025.nc,2023.0,2025.0,40.40639877319336,-87.52140045166016,CRO,17568,True,97590,9.411757672214106
US-Var,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-Var_2001-2025_FLUXNET2015_Flux.nc,2001,2025,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-Var_2000-2025.nc,2000.0,2025.0,38.413299560546875,-120.95072937011719,GRA,438288,True,104633,5.967715255174131
US-Vcm,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-Vcm_2007-2025_FLUXNET2015_Flux.nc,2007,2025,,,,35.888450622558594,-106.53211212158203,ENF,333120,False,114377,13.686549533964552
US-WCr,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-WCr_2000-2024_FLUXNET2015_Flux.nc,2000,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-WCr_1999-2025.nc,1999.0,2025.0,45.80590057373047,-90.07990264892578,DBF,438336,True,79049,16.59913032307326
US-WPT,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-WPT_2011-2013_FLUXNET2015_Flux.nc,2011,2013,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-WPT_2011-2013.nc,2011.0,2013.0,41.464599609375,-82.99620056152344,WET,52608,True,93602,13.72200235656681
US-WT1,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-WT1_2024-2024_FLUXNET2015_Flux.nc,2024,2024,,,,34.367401123046875,-101.81539916992188,CRO,17568,False,119792,15.132729064276388
US-Wjs,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-Wjs_2008-2024_FLUXNET2015_Flux.nc,2008,2024,,,,34.42549133300781,-105.8615493774414,GRA,298080,False,119779,12.698957614884609
US-Wkg,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-Wkg_2005-2025_FLUXNET2015_Flux.nc,2005,2025,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-Wkg_2004-2025.nc,2004.0,2025.0,31.736499786376953,-109.94190216064453,GRA,368160,True,131003,18.723403163232167
US-YK1,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-YK1_2020-2024_FLUXNET2015_Flux.nc,2020,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-YK1_2019-2025.nc,2019.0,2025.0,61.272300720214844,-163.22279357910156,WET,87696,True,34118,15.66272945437737
US-YK2,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-YK2_2020-2024_FLUXNET2015_Flux.nc,2020,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-YK2_2019-2025.nc,2019.0,2025.0,61.254798889160156,-163.25900268554688,WET,87696,True,34758,16.21123941498017
US-ZF1,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-ZF1_2025-2025_FLUXNET2015_Flux.nc,2025,2025,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-ZF1_2024-2025.nc,2024.0,2025.0,40.79759979248047,-87.5354995727539,CRO,17520,True,95590,11.276713628715513
US-xAB,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-xAB_2021-2023_FLUXNET2015_Flux.nc,2021,2023,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-xAB_2019-2024.nc,2019.0,2024.0,45.76240158081055,-122.3302993774414,ENF,52560,True,78963,12.263370073634409
US-xAE,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-xAE_2019-2024_FLUXNET2015_Flux.nc,2019,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-xAE_2019-2024.nc,2019.0,2024.0,35.41059875488281,-99.05879974365234,GRA,105216,True,115480,16.425230067197294
US-xCL,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-xCL_2020-2024_FLUXNET2015_Flux.nc,2020,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-xCL_2019-2024.nc,2019.0,2024.0,33.40119934082031,-97.56999969482422,GRA,87696,True,124292,11.366604515597302
US-xCP,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-xCP_2019-2024_FLUXNET2015_Flux.nc,2019,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-xCP_2019-2024.nc,2019.0,2024.0,40.81549835205078,-104.74559783935547,GRA,105216,True,95542,8.36290413825782
US-xDC,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-xDC_2019-2024_FLUXNET2015_Flux.nc,2019,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-xDC_2019-2024.nc,2019.0,2024.0,47.16170120239258,-99.10659790039062,GRA,105216,True,74301,12.171837055429938
US-xDJ,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-xDJ_2019-2024_FLUXNET2015_Flux.nc,2019,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-xDJ_2019-2024.nc,2019.0,2024.0,63.881099700927734,-145.75140380859375,ENF,105216,True,28525,6.384504535331504
US-xDL,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-xDL_2020-2024_FLUXNET2015_Flux.nc,2020,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-xDL_2019-2024.nc,2019.0,2024.0,32.54169845581055,-87.80390167236328,MF,87696,True,127698,14.817665689607804
US-xDS,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-xDS_2020-2024_FLUXNET2015_Flux.nc,2020,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-xDS_2019-2024.nc,2019.0,2024.0,28.125,-81.43620300292969,CVM,87696,True,144802,18.083057883496554
US-xGR,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-xGR_2020-2024_FLUXNET2015_Flux.nc,2020,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-xGR_2019-2024.nc,2019.0,2024.0,35.68899917602539,-83.50189971923828,DBF,87696,True,115526,21.43680681249146
US-xJE,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-xJE_2020-2024_FLUXNET2015_Flux.nc,2020,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-xJE_2019-2024.nc,2019.0,2024.0,31.194799423217773,-84.46859741210938,ENF,87696,True,132208,15.614350100746973
US-xJR,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-xJR_2019-2023_FLUXNET2015_Flux.nc,2019,2023,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-xJR_2019-2024.nc,2019.0,2024.0,32.5906982421875,-106.84249877929688,OSH,87648,True,127638,15.059760559005653
US-xLE,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-xLE_2020-2023_FLUXNET2015_Flux.nc,2020,2023,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-xLE_2019-2024.nc,2019.0,2024.0,31.853900909423828,-88.16120147705078,DBF,70128,True,129946,15.740138354398766
US-xMB,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-xMB_2020-2024_FLUXNET2015_Flux.nc,2020,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-xMB_2019-2024.nc,2019.0,2024.0,38.24829864501953,-109.38829803466797,OSH,87696,True,104666,13.301301278643587
US-xML,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-xML_2020-2024_FLUXNET2015_Flux.nc,2020,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-xML_2019-2024.nc,2019.0,2024.0,37.378299713134766,-80.5248031616211,DBF,87696,True,107975,19.91463298037456
US-xNG,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-xNG_2019-2024_FLUXNET2015_Flux.nc,2019,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-xNG_2019-2024.nc,2019.0,2024.0,46.76969909667969,-100.91539764404297,GRA,105216,True,75197,9.116767743170671
US-xNQ,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-xNQ_2020-2024_FLUXNET2015_Flux.nc,2020,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-xNQ_2019-2024.nc,2019.0,2024.0,40.1776008605957,-112.45240020751953,OSH,87696,True,98521,18.391162517582973
US-xPU,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-xPU_2020-2024_FLUXNET2015_Flux.nc,2020,2024,,,,19.5531005859375,-155.3173065185547,EBF,87696,False,182168,7.446849375684361
US-xRM,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-xRM_2019-2024_FLUXNET2015_Flux.nc,2019,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-xRM_2019-2024.nc,2019.0,2024.0,40.275901794433594,-105.5458984375,ENF,105216,True,97540,8.03749818019148
US-xSB,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-xSB_2020-2024_FLUXNET2015_Flux.nc,2020,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-xSB_2019-2024.nc,2019.0,2024.0,29.689300537109375,-81.99340057373047,ENF,87696,True,139041,12.298059071660322
US-xSC,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-xSC_2019-2024_FLUXNET2015_Flux.nc,2019,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-xSC_2019-2024.nc,2019.0,2024.0,38.89289855957031,-78.1395034790039,DBF,105216,True,102707,8.673018019291963
US-xSE,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-xSE_2020-2024_FLUXNET2015_Flux.nc,2020,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-xSE_2019-2024.nc,2019.0,2024.0,38.890098571777344,-76.55999755859375,DBF,87696,True,102711,7.862344933416828
US-xSJ,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-xSJ_2020-2024_FLUXNET2015_Flux.nc,2020,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-xSJ_2019-2024.nc,2019.0,2024.0,37.10879898071289,-119.7322998046875,SAV,87696,True,108938,15.346462836165177
US-xSL,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-xSL_2020-2024_FLUXNET2015_Flux.nc,2020,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-xSL_2019-2024.nc,2019.0,2024.0,40.46189880371094,-103.029296875,CRO,87696,True,97547,16.01875832196722
US-xSP,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-xSP_2020-2024_FLUXNET2015_Flux.nc,2020,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-xSP_2019-2024.nc,2019.0,2024.0,37.03340148925781,-119.26219940185547,ENF,87696,True,110019,10.722095421816423
US-xST,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-xST_2019-2024_FLUXNET2015_Flux.nc,2019,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-xST_2019-2024.nc,2019.0,2024.0,45.5088996887207,-89.5864028930664,DBF,105216,True,80010,13.95024724272746
US-xTA,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-xTA_2020-2024_FLUXNET2015_Flux.nc,2020,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-xTA_2019-2024.nc,2019.0,2024.0,32.95050048828125,-87.39330291748047,ENF,87696,True,125449,8.438975913704384
US-xTE,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-xTE_2020-2024_FLUXNET2015_Flux.nc,2020,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-xTE_2019-2024.nc,2019.0,2024.0,37.00579833984375,-119.00599670410156,ENF,87696,True,110020,5.619293556846595
US-xUN,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-xUN_2019-2024_FLUXNET2015_Flux.nc,2019,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-xUN_2019-2024.nc,2019.0,2024.0,46.2338981628418,-89.53730010986328,MF,105216,True,77130,6.763520335306672
US-xWR,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-xWR_2019-2024_FLUXNET2015_Flux.nc,2019,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-xWR_2019-2024.nc,2019.0,2024.0,45.820499420166016,-121.95189666748047,ENF,105216,True,78004,15.423306247530181
US-xYE,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-xYE_2019-2024_FLUXNET2015_Flux.nc,2019,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-xYE_2019-2024.nc,2019.0,2024.0,44.95349884033203,-110.53910064697266,ENF,105216,True,81874,15.876365710542519
VU-Coc,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/VU-Coc_2002-2003_FLUXNET2015_Flux.nc,2002,2003,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_VU-Coc_2001-2004.nc,2001.0,2004.0,-15.442720413208008,167.1919403076172,EBF,35040,True,340754,19.764957277700628
ZA-BfK,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/ZA-BfK_2021-2024_FLUXNET2015_Flux.nc,2021,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_ZA-BfK_2020-2024.nc,2020.0,2024.0,-28.856483459472656,24.8398494720459,OSH,70128,True,399400,15.882172774694824
ZA-BfS,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/ZA-BfS_2021-2024_FLUXNET2015_Flux.nc,2021,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_ZA-BfS_2020-2024.nc,2020.0,2024.0,-28.890600204467773,24.861120223999023,OSH,70128,True,399401,16.500621519397658
ZA-Jks,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/ZA-Jks_2024-2024_FLUXNET2015_Flux.nc,2024,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_ZA-Jks_2024-2024.nc,2024.0,2024.0,-33.990291595458984,18.955429077148438,GRA,17568,True,419792,15.657215965284797
ZA-Spk,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/ZA-Spk_2024-2024_FLUXNET2015_Flux.nc,2024,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_ZA-Spk_2023-2024.nc,2023.0,2024.0,-28.70408058166504,29.526140213012695,GRA,17568,True,399415,18.561672332462944
ZA-Uby,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/ZA-Uby_2024-2024_FLUXNET2015_Flux.nc,2024,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_ZA-Uby_2023-2024.nc,2023.0,2024.0,-27.395200729370117,32.58890151977539,GRA,17568,True,393574,10.983495588029163
ZM-Mon,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/ZM-Mon_2008-2008_FLUXNET2015_Flux.nc,2008,2008,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_ZM-Mon_2007-2009.nc,2007.0,2009.0,-15.43777847290039,23.25278091430664,DBF,17568,True,340243,16.67400890464013
